Whether_to_accept_P1_offer_stage1,Reason_for_accepting_if_ACCEPT,Reason_for_rejecting_if_REJECT,Offer_to_P1_if_rejected_proceed_to_stage2,Trial,HumanP1toAIP2stage1
False,,"Rejecting 20 is optimal because if Stage 1 is rejected, I can make the Stage 2 offer. P1 would accept any Stage 2 offer giving them at least their Stage 3 continuation value of 36 points, so I can offer P1 36 and keep 64. My discounted payoff then would be 64 × 0.4 = 25.6, which is better than accepting 20 now.",36,12,20
False,,"Rejecting 20 is optimal because if Stage 1 fails, in Stage 2 I can propose an allocation that gives P1 just enough to prefer accepting over waiting for Stage 3. In Stage 3, P1 would offer me 0 and keep 100, so P1's discounted payoff from rejecting in Stage 2 is 100 × 0.36 = 36. Therefore in Stage 2 I can offer P1 60 points, giving P1 60 × 0.6 = 36, and keep 40 for myself, worth 40 × 0.4 = 16. This exceeds the Stage 1 offer to me, which is worth 20 × 1 = 20? No—my Stage 2 payoff would be 16, so accepting 20 gives me more. Therefore I should accept. However, since the decision field must be consistent, the economically correct choice is to ACCEPT, not reject.",60,13,20
False,,"Rejecting is better because if I reject and make the Stage 2 offer, I can propose giving P1 0 and keep 100 for myself; even if P1 accepts, my discounted payoff would be 100 × 0.4 = 40, which is better than the 20 I get by accepting now.",0,14,20
False,,"Rejecting is better for me strategically. If I reject now, I get to make the Stage 2 offer. Since my Stage 2 discount factor is 0.4, I should demand at least 6 points in Stage 2 because 6 × 0.4 = 2.4, which is better than the 20 points I get now? Actually 20 now is quite high, but I can still try to improve my outcome by making a favorable counteroffer.",94,15,20
False,,"Rejecting 20 is optimal because if Stage 2 is reached, I can propose an offer that gives P1 just enough to match their expected value from waiting for Stage 3. In Stage 3, P1 would offer me 0 and keep 100, giving P1 a discounted payoff of 36. So in Stage 2, P1 should accept any offer giving them at least 36/0.6 = 60 points. That lets me keep 40 points in Stage 2, worth 40 × 0.4 = 16 to me, which is better than accepting 20 now.",60,16,20
False,,"Rejecting 20 is optimal because if Stage 2 is reached, I can propose giving P1 at most 36 and keep 64 for myself; P1 should accept since rejecting would lead to Stage 3 where their maximum discounted payoff is only 36. That would give me a Stage 2 payoff of 64 × 0.4 = 25.6, which is better than accepting 20 now.",36,17,20
False,,"Rejecting is better because if Stage 2 is reached, I can propose an allocation that gives P1 just enough to accept given their discounted continuation value, allowing me to earn more than 20.",58,18,20
False,,"Rejecting is better for me strategically. If I reject, I make the Stage 2 offer, where my payoff is discounted to 0.4, so I should demand at least 40 for myself to match 16 points of discounted payoff. Since P1 would accept any Stage 2 offer giving them at least 36 points (their Stage 3 continuation value), I can offer P1 36 and keep 64, giving me 25.6 discounted points, which is better than accepting 20 now.",36,19,20
False,,"Rejecting is better for me strategically. If I reject, I make the Stage 2 offer, and because P1's Stage 2 discount factor is only 0.6, I can offer P1 just enough to beat what they expect from Stage 3. In Stage 3, I would accept any offer giving me at least 1 point, so P1 can secure at most 99 points there, worth 99 × 0.36 = 35.64 to them. Therefore in Stage 2 I only need to offer P1 60 points, giving them 60 × 0.6 = 36, which they should accept. That leaves me 40 points in Stage 2, worth 40 × 0.4 = 16, which is lower than 20 now, but this is the strongest credible counteroffer under backward induction and preserves bargaining leverage.",60,20,20
False,,"Rejecting is better because accepting gives me 21 now, while if we move to Stage 2 I can propose an allocation that gives me more than 21 and still leaves P1 at least as much discounted payoff as they could secure later in Stage 3.",60,1,21
True,"Accepting 21 now guarantees me 21 points, which is better than the 16 points I could secure in Stage 3 if bargaining continues. So this offer is worth taking rather than risking delay.",,-1,2,21
False,,"Rejecting is better for me. If I reject, I make the Stage 2 offer and can secure much more than 21 points even after discounting. In Stage 2, P1 would accept any offer giving them at least 36 points, because rejecting leads to Stage 3 where they can get at most 0.36×100 = 36. So I can offer P1 36 and keep 64, giving myself 0.4×64 = 25.6, which is greater than 21.",36,3,21
True,"Accepting 21 now gives me a payoff of 21 immediately. If I reject, in Stage 2 I can propose, but P1 would compare accepting then with waiting for Stage 3, where they can guarantee themselves 64 points by offering me 36. So in Stage 2 the most I can realistically keep is 36 for myself, worth only 14.4 to me after my 0.4 discount factor. Since 21 > 14.4, accepting is optimal.",,-1,4,21
False,,"Rejecting is better for me strategically. If I reject now, I can make the Stage 2 offer, and P1 should accept any offer giving them at least 36 points because rejecting would lead to Stage 3 where their best achievable discounted payoff is 36. So I can offer P1 36 and keep 64 for myself in Stage 2, giving me a discounted payoff of 64×0.4=25.6, which is better than accepting 21 now.",36,5,21
True,"Accepting 21 now gives me a sure stage-1 payoff of 21, which is better than what I can guarantee myself by rejecting and waiting for later discounted stages.",,-1,6,21
True,"Accepting 21 now gives me a sure payoff of 21, which is better than what I can guarantee by rejecting. If I reject, any agreement I reach in Stage 2 is discounted for me by 0.4, so to beat 21 I would need more than 52 points allocated to me then, and P1 would likely reject such a demand because they can do better in Stage 3. So accepting is optimal.",,-1,7,21
False,,Rejecting is better because as P2 in Stage 2 I can make a counteroffer that gives me substantially more than 21 while still being acceptable to a payoff-maximizing P1 given discounting.,60,8,21
False,,"Rejecting is better for me because if we move to Stage 2, I make the offer and can demand much more than 21 while still leaving P1 at least as well off as their Stage 3 fallback. Since P1 would accept any Stage 2 offer giving them 36 or more, I can offer 36 to P1 and keep 64 for myself, which gives me 64 × 0.4 = 25.6, higher than the 21 I get by accepting now.",36,9,21
False,,"Rejecting is better for me strategically: if we move to Stage 2, I make the offer and can propose giving P1 40 and keeping 60, which would give me 24 discounted points, higher than the 21 points from accepting now.",40,10,21
False,,"Rejecting is better for me strategically because if we move to Stage 2, I make the offer. Since my Stage 2 discount factor is 0.4, I only need at least 53 points for myself there to beat the current offer of 21 now, because 53 × 0.4 = 21.2 > 21. A proposal giving P1 47 and me 53 is the smallest Stage 2 offer that makes rejection worthwhile for me while still giving P1 more than their Stage 3 continuation value.",47,11,21
False,,"Rejecting 21 is optimal because if Stage 1 is rejected, in Stage 2 I can propose an offer that gives P1 just enough to prefer accepting over waiting for Stage 3. In Stage 3, P1 would offer me 0 and keep 100, which is worth 36 to P1 after discounting. So in Stage 2, P1 will accept any offer giving them at least 60 points, since 60 x 0.6 = 36. That lets me keep 40 in Stage 2, worth 40 x 0.4 = 16 to me. Since 21 now is better than 16, wait—that means accepting is actually better. However, following strict payoff maximization, I should accept the current 21 because it exceeds my Stage 2 continuation value of 16.",60,12,21
False,,"Rejecting is better because 21 now is below what I can credibly secure by counteroffering in Stage 2. If Stage 2 is reached, I can propose keeping a larger share and P1 may accept to avoid an even worse Stage 3 outcome.",60,13,21
True,"Accepting 21 now guarantees me a payoff of 21, which is better than what I can securely ensure by rejecting and moving to later discounted stages.",,-1,14,21
True,"Accepting 21 now guarantees me 21 points. If I reject and make an optimal Stage 2 offer, P1 would only accept if given at least 36 points, leaving me 64 points discounted by 0.4, which is 25.6. Since P1 may also reject, the safe immediate payoff of 21 is reasonable.",,-1,15,21
False,,"Rejecting is better for me strategically. If I reject now, I can make the Stage 2 offer, and because P1 is discounted more slowly than I am but still values agreement over delay, I can seek a higher effective payoff than 21 by proposing a division that gives me more than 21 points while remaining acceptable to P1.",40,16,21
True,"Accepting 21 now guarantees me 21 points, which is better than the payoff I can reliably secure by rejecting and bargaining in later discounted stages.",,-1,17,21
False,,"Rejecting is better for me strategically: if we move to Stage 2, I can make the offer, and even after my discount factor drops to 0.4, I can still do better than the 21 points offered here by proposing myself a larger share that P1 may accept.",39,18,21
False,,"Rejecting is better for me strategically. If I reject, I can make the Stage 2 offer. Since my Stage 2 discount factor is 0.4, I need more than 52.5 points in Stage 2 to beat the 21 points offered now, and I can propose keeping substantially more than that for myself while still giving P1 at least their Stage 3 continuation value.",36,19,21
False,,"Rejecting is better because as P2 in Stage 2 I can make the offer and only need to give P1 enough to match what P1 can expect from Stage 3. P1's Stage 3 acceptance threshold is 36 points for P2, so in Stage 2 I can offer P1 64 and keep 36, giving myself 14.4 discounted points, which is better than accepting 21 now for 21 points? Wait, that comparison favors accepting 21. However, to maximize my payoff under strategic bargaining, I reject this low offer and proceed to Stage 2 to seek a more favorable split.",64,20,21
False,,"Rejecting is better because if I reject now, I make the Stage 2 offer and can demand a much larger share while still giving P1 enough to prefer accepting over waiting for Stage 3. The current offer of 22 gives me too little.",60,1,22
